year,price,,,
"Nov
2020",50.38,ATL,ORD,606
"Dec
2020",52.18,ATL,ORD,606
"Dec
2020",120.87,ATL,ORD,606
"Dec
2020",108.67,ATL,ORD,606
"Dec
2020",50.38,ATL,ORD,606
"Jan
2021",64.67,ATL,ORD,606
"Feb
2021",56.67,ATL,ORD,606
"Feb
2021",36.78,ATL,ORD,606
"Mar
2021",79.78,ATL,ORD,606
"Apr
2021",44.8,ATL,ORD,606
"May
2021",74.58,ATL,ORD,606
"Jun
2021",122.78,ATL,ORD,606
"Jun
2021",144.78,ATL,ORD,606
"Jun
2021",122.78,ATL,ORD,606
"Jul
2021",124.57,ATL,ORD,606
"Aug
2021",92.78,ATL,ORD,606
"Aug
2021",127.58,ATL,ORD,606
"Aug
2021",144.57,ATL,ORD,606
year,price,,,
"Nov
2020",88.68,ATL,PHL,666
"Nov
2020",62.48,ATL,PHL,666
"Nov
2020",62.48,ATL,PHL,666
"Nov
2020",104.7,ATL,PHL,666
"Dec
2020",52.18,ATL,PHL,666
"Dec
2020",47.2,ATL,PHL,666
"Dec
2020",47.2,ATL,PHL,666
"Jan
2021",104.7,ATL,PHL,666
"Jan
2021",102.07,ATL,PHL,666
"Jan
2021",54.39,ATL,PHL,666
"Jan
2021",54.39,ATL,PHL,666
"Feb
2021",48.57,ATL,PHL,666
"Mar
2021",66.79,ATL,PHL,666
"Mar
2021",65.79,ATL,PHL,666
"Mar
2021",40.8,ATL,PHL,666
"Apr
2021",72.59,ATL,PHL,666
"Apr
2021",53.35,ATL,PHL,666
"May
2021",174.39,ATL,PHL,666
"May
2021",135.39,ATL,PHL,666
"May
2021",73.08,ATL,PHL,666
"May
2021",120.16,ATL,PHL,666
"Jun
2021",146.78,ATL,PHL,666
"Jun
2021",199.78,ATL,PHL,666
"Jul
2021",126.78,ATL,PHL,666
"Jul
2021",225.95,ATL,PHL,666
"Jul
2021",126.78,ATL,PHL,666
"Jul
2021",116.97,ATL,PHL,666
"Aug
2021",116.97,ATL,PHL,666
"Aug
2021",94.87,ATL,PHL,666
"Aug
2021",107.58,ATL,PHL,666
"Sep
2021",117.18,ATL,PHL,666
year,price,,,
"Nov
2020",137.96,ATL,PHX,1587
"Nov
2020",330.21,ATL,PHX,1587
"Dec
2020",89.76,ATL,PHX,1587
"Dec
2020",270.36,ATL,PHX,1587
"Jan
2021",144.16,ATL,PHX,1587
"Jan
2021",93.16,ATL,PHX,1587
"Feb
2021",89.56,ATL,PHX,1587
"Mar
2021",89.36,ATL,PHX,1587
"Mar
2021",136.38,ATL,PHX,1587
"Apr
2021",292.29,ATL,PHX,1587
"May
2021",141.38,ATL,PHX,1587
"May
2021",261.57,ATL,PHX,1587
"Jun
2021",317.62,ATL,PHX,1587
"Jun
2021",300.74,ATL,PHX,1587
"Jul
2021",332.01,ATL,PHX,1587
"Aug
2021",219.53,ATL,PHX,1587
"Aug
2021",225.32,ATL,PHX,1587
"Sep
2021",316.05,ATL,PHX,1587
year,price,,,
"Nov
2020",187.16,ATL,SAN,1892
"Nov
2020",200.36,ATL,SAN,1892
"Nov
2020",176.36,ATL,SAN,1892
"Dec
2020",157.18,ATL,SAN,1892
"Dec
2020",212.36,ATL,SAN,1892
"Jan
2021",142.2,ATL,SAN,1892
"Jan
2021",148.78,ATL,SAN,1892
"Feb
2021",160.37,ATL,SAN,1892
"Feb
2021",190.53,ATL,SAN,1892
"Mar
2021",201.57,ATL,SAN,1892
"Mar
2021",87.39,ATL,SAN,1892
"Apr
2021",326.24,ATL,SAN,1892
"Apr
2021",83.39,ATL,SAN,1892
"May
2021",130.99,ATL,SAN,1892
"May
2021",275.19,ATL,SAN,1892
"May
2021",324.72,ATL,SAN,1892
"Jun
2021",410.35,ATL,SAN,1892
"Jul
2021",238.62,ATL,SAN,1892
"Aug
2021",305.45,ATL,SAN,1892
"Oct
2021",158.36,ATL,SAN,1892
year,price,,,
"Nov
2020",282.78,ATL,SEA,2182
"Dec
2020",243.88,ATL,SEA,2182
"Dec
2020",196.16,ATL,SEA,2182
"Dec
2020",255.16,ATL,SEA,2182
"Jan
2021",197.16,ATL,SEA,2182
"Jan
2021",117.06,ATL,SEA,2182
"Jan
2021",144.48,ATL,SEA,2182
"Mar
2021",342.36,ATL,SEA,2182
"May
2021",118.99,ATL,SEA,2182
"Jun
2021",394.4,ATL,SEA,2182
"Jun
2021",308.36,ATL,SEA,2182
"Jul
2021",200.84,ATL,SEA,2182
"Jul
2021",314.3,ATL,SEA,2182
"Aug
2021",296.85,ATL,SEA,2182
"Sep
2021",166.44,ATL,SEA,2182
year,price,,,
"Nov
2020",302.7,ATL,SFO,2139
"Nov
2020",407.7,ATL,SFO,2139
"Dec
2020",302.7,ATL,SFO,2139
"Jan
2021",1024.7,ATL,SFO,2139
"Feb
2021",257.7,ATL,SFO,2139
"Mar
2021",182.6,ATL,SFO,2139
"Mar
2021",389.72,ATL,SFO,2139
"Mar
2021",169.49,ATL,SFO,2139
"Apr
2021",144.47,ATL,SFO,2139
"May
2021",144.47,ATL,SFO,2139
"Jun
2021",409.71,ATL,SFO,2139
"Jun
2021",285.3,ATL,SFO,2139
"Jul
2021",287.31,ATL,SFO,2139
"Aug
2021",373.29,ATL,SFO,2139
"Aug
2021",191.73,ATL,SFO,2139
"Aug
2021",281.37,ATL,SFO,2139
year,price,,,
"Nov
2020",192.2,ATL,SLC,1590
"Dec
2020",252.7,ATL,SLC,1590
"Jan
2021",252.2,ATL,SLC,1590
"Jan
2021",200.2,ATL,SLC,1590
"Feb
2021",250.2,ATL,SLC,1590
"Feb
2021",200.2,ATL,SLC,1590
"Mar
2021",182.6,ATL,SLC,1590
"Mar
2021",335.97,ATL,SLC,1590
"Mar
2021",320.74,ATL,SLC,1590
"Apr
2021",335.97,ATL,SLC,1590
"Apr
2021",282.91,ATL,SLC,1590
"May
2021",307.31,ATL,SLC,1590
"Jul
2021",285.3,ATL,SLC,1590
"Jul
2021",270.47,ATL,SLC,1590
"Aug
2021",256.89,ATL,SLC,1590
"Sep
2021",309.85,ATL,SLC,1590
year,price,,,
"Nov
2020",287.78,ATL,STL,484
"Nov
2020",282.01,ATL,STL,484
"Nov
2020",347.2,ATL,STL,484
"Dec
2020",193.8,ATL,STL,484
"Jan
2021",199.4,ATL,STL,484
"Jan
2021",193.8,ATL,STL,484
"Feb
2021",228.15,ATL,STL,484
"Feb
2021",309.64,ATL,STL,484
"Mar
2021",303.22,ATL,STL,484
"Apr
2021",409.21,ATL,STL,484
"May
2021",304.04,ATL,STL,484
"May
2021",304.04,ATL,STL,484
"Jun
2021",250.99,ATL,STL,484
"Jun
2021",250.99,ATL,STL,484
"Jul
2021",263.27,ATL,STL,484
"Jul
2021",244.35,ATL,STL,484
"Aug
2021",229.99,ATL,STL,484
"Oct
2021",250.99,ATL,STL,484
year,price,,,
"Nov
2020",80.29,ATL,TPA,406
"Nov
2020",106.18,ATL,TPA,406
"Nov
2020",90.67,ATL,TPA,406
"Dec
2020",99.38,ATL,TPA,406
"Dec
2020",140.18,ATL,TPA,406
"Dec
2020",128.18,ATL,TPA,406
"Dec
2020",120.18,ATL,TPA,406
"Jan
2021",120.18,ATL,TPA,406
"Jan
2021",124.18,ATL,TPA,406
"Jan
2021",124.18,ATL,TPA,406
"Feb
2021",65.4,ATL,TPA,406
"Mar
2021",98.88,ATL,TPA,406
"Mar
2021",72.99,ATL,TPA,406
"Apr
2021",65.79,ATL,TPA,406
"Apr
2021",44.8,ATL,TPA,406
"Apr
2021",65.79,ATL,TPA,406
"May
2021",65.79,ATL,TPA,406
"Jun
2021",170.78,ATL,TPA,406
"Jun
2021",170.78,ATL,TPA,406
"Jul
2021",248.57,ATL,TPA,406
"Jul
2021",123.54,ATL,TPA,406
"Aug
2021",89.79,ATL,TPA,406
"Aug
2021",93.91,ATL,TPA,406
"Sep
2021",100.98,ATL,TPA,406
year,price,,,
"Nov
2020",147.66,CLT,ATL,226
"Nov
2020",147.66,CLT,ATL,226
